language,rule,path,operation,name,value
r,binary_operator,$.members[22].content.members[2].content,SYMBOL,_newline,
r,binary_operator,$.members[22].content.members[3],FIELD,rhs,
r,binary_operator,$.members[22].content.members[3].content,SYMBOL,_expression,
r,binary_operator,$.members[23],PREC_RIGHT,,17
r,binary_operator,$.members[23].content,SEQ,,
r,binary_operator,$.members[23].content.members[0],FIELD,lhs,
r,binary_operator,$.members[23].content.members[0].content,SYMBOL,_expression,
r,binary_operator,$.members[23].content.members[1],FIELD,operator,
r,binary_operator,$.members[23].content.members[1].content,STRING,,"""^"""
r,binary_operator,$.members[23].content.members[2],REPEAT,,
r,binary_operator,$.members[23].content.members[2].content,SYMBOL,_newline,
r,binary_operator,$.members[23].content.members[3],FIELD,rhs,
r,binary_operator,$.members[23].content.members[3].content,SYMBOL,_expression,
r,binary_operator,$.members[24],PREC_LEFT,,14
r,binary_operator,$.members[24].content,SEQ,,
r,binary_operator,$.members[24].content.members[0],FIELD,lhs,
r,binary_operator,$.members[24].content.members[0].content,SYMBOL,_expression,
r,binary_operator,$.members[24].content.members[1],FIELD,operator,
r,binary_operator,$.members[24].content.members[1].content,ALIAS,,"""special"""
r,binary_operator,$.members[24].content.members[1].content.content,PATTERN,,"""%[^%\\\\\\n]*%"""
r,binary_operator,$.members[24].content.members[2],REPEAT,,
r,binary_operator,$.members[24].content.members[2].content,SYMBOL,_newline,
r,binary_operator,$.members[24].content.members[3],FIELD,rhs,
r,binary_operator,$.members[24].content.members[3].content,SYMBOL,_expression,
r,binary_operator,$.members[25],PREC_LEFT,,14
r,binary_operator,$.members[25].content,SEQ,,
r,binary_operator,$.members[25].content.members[0],FIELD,lhs,
r,binary_operator,$.members[25].content.members[0].content,SYMBOL,_expression,
r,binary_operator,$.members[25].content.members[1],FIELD,operator,
r,binary_operator,$.members[25].content.members[1].content,STRING,,"""|>"""
r,binary_operator,$.members[25].content.members[2],REPEAT,,
r,binary_operator,$.members[25].content.members[2].content,SYMBOL,_newline,
r,binary_operator,$.members[25].content.members[3],FIELD,rhs,
r,binary_operator,$.members[25].content.members[3].content,SYMBOL,_expression,
r,binary_operator,$.members[26],PREC_LEFT,,15
r,binary_operator,$.members[26].content,SEQ,,
r,binary_operator,$.members[26].content.members[0],FIELD,lhs,
r,binary_operator,$.members[26].content.members[0].content,SYMBOL,_expression,
r,binary_operator,$.members[26].content.members[1],FIELD,operator,
r,binary_operator,$.members[26].content.members[1].content,STRING,,""":"""
r,binary_operator,$.members[26].content.members[2],REPEAT,,
r,binary_operator,$.members[26].content.members[2].content,SYMBOL,_newline,
r,binary_operator,$.members[26].content.members[3],FIELD,rhs,
r,binary_operator,$.members[26].content.members[3].content,SYMBOL,_expression,
r,extract_operator,$,CHOICE,,
r,extract_operator,$.members[0],PREC_RIGHT,,18
r,extract_operator,$.members[0].content,SEQ,,
r,extract_operator,$.members[0].content.members[0],FIELD,lhs,
r,extract_operator,$.members[0].content.members[0].content,SYMBOL,_expression,
r,extract_operator,$.members[0].content.members[1],FIELD,operator,
r,extract_operator,$.members[0].content.members[1].content,STRING,,"""$"""
r,extract_operator,$.members[0].content.members[2],REPEAT,,
r,extract_operator,$.members[0].content.members[2].content,SYMBOL,_newline,
r,extract_operator,$.members[0].content.members[3],CHOICE,,
r,extract_operator,$.members[0].content.members[3].members[0],FIELD,rhs,
r,extract_operator,$.members[0].content.members[3].members[0].content,SYMBOL,_string_or_identifier,
r,extract_operator,$.members[0].content.members[3].members[1],BLANK,,
r,extract_operator,$.members[1],PREC_RIGHT,,18
r,extract_operator,$.members[1].content,SEQ,,
r,extract_operator,$.members[1].content.members[0],FIELD,lhs,
r,extract_operator,$.members[1].content.members[0].content,SYMBOL,_expression,
r,extract_operator,$.members[1].content.members[1],FIELD,operator,
r,extract_operator,$.members[1].content.members[1].content,STRING,,"""@"""
r,extract_operator,$.members[1].content.members[2],REPEAT,,
r,extract_operator,$.members[1].content.members[2].content,SYMBOL,_newline,
r,extract_operator,$.members[1].content.members[3],CHOICE,,
r,extract_operator,$.members[1].content.members[3].members[0],FIELD,rhs,
r,extract_operator,$.members[1].content.members[3].members[0].content,SYMBOL,_string_or_identifier,
r,extract_operator,$.members[1].content.members[3].members[1],BLANK,,
r,namespace_operator,$,CHOICE,,
r,namespace_operator,$.members[0],PREC_RIGHT,,19
r,namespace_operator,$.members[0].content,SEQ,,
r,namespace_operator,$.members[0].content.members[0],FIELD,lhs,
r,namespace_operator,$.members[0].content.members[0].content,SYMBOL,_string_or_identifier,
r,namespace_operator,$.members[0].content.members[1],FIELD,operator,
r,namespace_operator,$.members[0].content.members[1].content,STRING,,"""::"""
r,namespace_operator,$.members[0].content.members[2],CHOICE,,
r,namespace_operator,$.members[0].content.members[2].members[0],FIELD,rhs,
r,namespace_operator,$.members[0].content.members[2].members[0].content,SYMBOL,_string_or_identifier,
r,namespace_operator,$.members[0].content.members[2].members[1],BLANK,,
r,namespace_operator,$.members[1],PREC_RIGHT,,19
r,namespace_operator,$.members[1].content,SEQ,,
r,namespace_operator,$.members[1].content.members[0],FIELD,lhs,
r,namespace_operator,$.members[1].content.members[0].content,SYMBOL,_string_or_identifier,
r,namespace_operator,$.members[1].content.members[1],FIELD,operator,
r,namespace_operator,$.members[1].content.members[1].content,STRING,,""":::"""
r,namespace_operator,$.members[1].content.members[2],CHOICE,,
r,namespace_operator,$.members[1].content.members[2].members[0],FIELD,rhs,
r,namespace_operator,$.members[1].content.members[2].members[0].content,SYMBOL,_string_or_identifier,
r,namespace_operator,$.members[1].content.members[2].members[1],BLANK,,
r,integer,$,SEQ,,
r,integer,$.members[0],SYMBOL,_float_literal,
r,integer,$.members[1],STRING,,"""L"""
r,complex,$,SEQ,,
r,complex,$.members[0],SYMBOL,_float_literal,
r,complex,$.members[1],STRING,,"""i"""
r,float,$,SYMBOL,_float_literal,
r,_hex_literal,$,PATTERN,,"""0[xX](([0-9a-fA-F]+(\\.[0-9a-fA-F]*)?)|(\\.[0-9a-fA-F]*))([pP][+-]?[0-9]+)?"""
r,_number_literal,$,PATTERN,,"""(?:(?:\\d+(?:\\.\\d*)?)|(?:\\.\\d+))(?:[eE][+-]?\\d*)?"""
r,_float_literal,$,CHOICE,,
r,_float_literal,$.members[0],SYMBOL,_hex_literal,
r,_float_literal,$.members[1],SYMBOL,_number_literal,
r,string,$,CHOICE,,
r,string,$.members[0],SYMBOL,_raw_string,
r,string,$.members[1],SYMBOL,_single_quoted_string,
r,string,$.members[2],SYMBOL,_double_quoted_string,
r,_raw_string,$,SEQ,,
r,_raw_string,$.members[0],FIELD,open,
r,_raw_string,$.members[0].content,ALIAS,,"""string_open"""
r,_raw_string,$.members[0].content.content,SYMBOL,_raw_string_open,
r,_raw_string,$.members[1],CHOICE,,
r,_raw_string,$.members[1].members[0],FIELD,content,
r,_raw_string,$.members[1].members[0].content,ALIAS,,"""string_content"""
r,_raw_string,$.members[1].members[0].content.content,SYMBOL,_raw_string_content,
r,_raw_string,$.members[1].members[1],BLANK,,
r,_raw_string,$.members[2],FIELD,close,
r,_raw_string,$.members[2].content,ALIAS,,"""string_close"""
r,_raw_string,$.members[2].content.content,SYMBOL,_raw_string_close,
r,_single_quoted_string,$,SEQ,,
r,_single_quoted_string,$.members[0],FIELD,open,
r,_single_quoted_string,$.members[0].content,ALIAS,,"""string_open"""
r,_single_quoted_string,$.members[0].content.content,STRING,,"""'"""
r,_single_quoted_string,$.members[1],CHOICE,,
r,_single_quoted_string,$.members[1].members[0],FIELD,content,
r,_single_quoted_string,$.members[1].members[0].content,ALIAS,,"""string_content"""
r,_single_quoted_string,$.members[1].members[0].content.content,SYMBOL,_single_quoted_string_content,
r,_single_quoted_string,$.members[1].members[1],BLANK,,
r,_single_quoted_string,$.members[2],FIELD,close,
r,_single_quoted_string,$.members[2].content,ALIAS,,"""string_close"""
r,_single_quoted_string,$.members[2].content.content,STRING,,"""'"""
r,_double_quoted_string,$,SEQ,,
r,_double_quoted_string,$.members[0],FIELD,open,
r,_double_quoted_string,$.members[0].content,ALIAS,,"""string_open"""
r,_double_quoted_string,$.members[0].content.content,STRING,,"""\"""""
r,_double_quoted_string,$.members[1],CHOICE,,
r,_double_quoted_string,$.members[1].members[0],FIELD,content,
r,_double_quoted_string,$.members[1].members[0].content,ALIAS,,"""string_content"""
r,_double_quoted_string,$.members[1].members[0].content.content,SYMBOL,_double_quoted_string_content,
r,_double_quoted_string,$.members[1].members[1],BLANK,,
r,_double_quoted_string,$.members[2],FIELD,close,
r,_double_quoted_string,$.members[2].content,ALIAS,,"""string_close"""
r,_double_quoted_string,$.members[2].content.content,STRING,,"""\"""""
r,_single_quoted_string_content,$,REPEAT1,,
r,_single_quoted_string_content,$.content,CHOICE,,
r,_single_quoted_string_content,$.content.members[0],PATTERN,,"""[^'\\\\]+"""
r,_single_quoted_string_content,$.content.members[1],SYMBOL,escape_sequence,
r,_double_quoted_string_content,$,REPEAT1,,
r,_double_quoted_string_content,$.content,CHOICE,,
r,_double_quoted_string_content,$.content.members[0],PATTERN,,"""[^\""\\\\]+"""
r,_double_quoted_string_content,$.content.members[1],SYMBOL,escape_sequence,
r,escape_sequence,$,IMMEDIATE_TOKEN,,
r,escape_sequence,$.content,SEQ,,
r,escape_sequence,$.content.members[0],STRING,,"""\\"""
r,escape_sequence,$.content.members[1],CHOICE,,
r,escape_sequence,$.content.members[1].members[0],PATTERN,,"""[^0-9xuU]"""
r,escape_sequence,$.content.members[1].members[1],PATTERN,,"""[0-7]{1,3}"""
r,escape_sequence,$.content.members[1].members[2],PATTERN,,"""x[0-9a-fA-F]{1,2}"""
r,escape_sequence,$.content.members[1].members[3],PATTERN,,"""u[0-9a-fA-F]{1,4}"""
r,escape_sequence,$.content.members[1].members[4],PATTERN,,"""u\\{[0-9a-fA-F]{1,4}\\}"""
r,escape_sequence,$.content.members[1].members[5],PATTERN,,"""U[0-9a-fA-F]{1,8}"""
r,escape_sequence,$.content.members[1].members[6],PATTERN,,"""U\\{[0-9a-fA-F]{1,8}\\}"""
r,dots,$,STRING,,"""..."""
r,dot_dot_i,$,PATTERN,,"""[.][.]\\d+"""
r,identifier,$,TOKEN,,
r,identifier,$.content,CHOICE,,
r,identifier,$.content.members[0],PATTERN,,"""[\\p{XID_Start}_][\\p{XID_Continue}.]*"""
r,identifier,$.content.members[1],PATTERN,,"""\\.(?:[\\p{XID_Start}._][\\p{XID_Continue}.]*)?"""
r,identifier,$.content.members[2],PATTERN,,"""`((?:\\\\(.|\\n))|[^`\\\\])*`"""
r,_identifier,$,CHOICE,,
r,_identifier,$.members[0],SYMBOL,dots,
r,_identifier,$.members[1],SYMBOL,dot_dot_i,
r,_identifier,$.members[2],SYMBOL,identifier,
r,_string_or_identifier,$,CHOICE,,
r,_string_or_identifier,$.members[0],SYMBOL,string,
r,_string_or_identifier,$.members[1],SYMBOL,_identifier,
r,_argument_name_string_or_identifier_or_null,$,PREC,,1
r,_argument_name_string_or_identifier_or_null,$.content,CHOICE,,
r,_argument_name_string_or_identifier_or_null,$.content.members[0],SYMBOL,_string_or_identifier,
r,_argument_name_string_or_identifier_or_null,$.content.members[1],SYMBOL,null,
r,next,$,STRING,,"""next"""
r,break,$,STRING,,"""break"""
r,true,$,STRING,,"""TRUE"""
r,false,$,STRING,,"""FALSE"""
r,null,$,STRING,,"""NULL"""
r,inf,$,STRING,,"""Inf"""
r,nan,$,STRING,,"""NaN"""
r,na,$,CHOICE,,
r,na,$.members[0],STRING,,"""NA"""
r,na,$.members[1],STRING,,"""NA_integer_"""
r,na,$.members[2],STRING,,"""NA_real_"""
r,na,$.members[3],STRING,,"""NA_complex_"""
r,na,$.members[4],STRING,,"""NA_character_"""
r,_expression,$,CHOICE,,
r,_expression,$.members[0],SYMBOL,function_definition,
r,_expression,$.members[1],SYMBOL,if_statement,
r,_expression,$.members[2],SYMBOL,for_statement,
r,_expression,$.members[3],SYMBOL,while_statement,
r,_expression,$.members[4],SYMBOL,repeat_statement,
r,_expression,$.members[5],SYMBOL,braced_expression,
r,_expression,$.members[6],SYMBOL,parenthesized_expression,
r,_expression,$.members[7],SYMBOL,call,
r,_expression,$.members[8],SYMBOL,subset,
r,_expression,$.members[9],SYMBOL,subset2,
r,_expression,$.members[10],SYMBOL,unary_operator,
r,_expression,$.members[11],SYMBOL,binary_operator,
r,_expression,$.members[12],SYMBOL,extract_operator,
r,_expression,$.members[13],SYMBOL,namespace_operator,
r,_expression,$.members[14],SYMBOL,integer,
r,_expression,$.members[15],SYMBOL,complex,
r,_expression,$.members[16],SYMBOL,float,
r,_expression,$.members[17],SYMBOL,string,
r,_expression,$.members[18],SYMBOL,identifier,
r,_expression,$.members[19],SYMBOL,dots,
r,_expression,$.members[20],SYMBOL,dot_dot_i,
r,_expression,$.members[21],SYMBOL,next,
r,_expression,$.members[22],SYMBOL,break,
r,_expression,$.members[23],SYMBOL,true,
r,_expression,$.members[24],SYMBOL,false,
r,_expression,$.members[25],SYMBOL,null,
r,_expression,$.members[26],SYMBOL,inf,
r,_expression,$.members[27],SYMBOL,nan,
r,_expression,$.members[28],SYMBOL,na,
r,comment,$,TOKEN,,
r,comment,$.content,PREC,,-1
r,comment,$.content.content,SEQ,,
r,comment,$.content.content.members[0],STRING,,"""#"""
r,comment,$.content.content.members[1],PATTERN,,"""[^\\r\\n]*"""
r,comma,$,STRING,,""","""
r,_else,$,ALIAS,,"""else"""
r,_else,$.content,SYMBOL,_external_else,
r,_open_parenthesis,$,ALIAS,,"""("""
r,_open_parenthesis,$.content,SYMBOL,_external_open_parenthesis,
r,_close_parenthesis,$,ALIAS,,""")"""
r,_close_parenthesis,$.content,SYMBOL,_external_close_parenthesis,
r,_open_brace,$,ALIAS,,"""{"""
r,_open_brace,$.content,SYMBOL,_external_open_brace,
r,_close_brace,$,ALIAS,,"""}"""
r,_close_brace,$.content,SYMBOL,_external_close_brace,
r,_open_bracket,$,ALIAS,,"""["""
r,_open_bracket,$.content,SYMBOL,_external_open_bracket,
r,_close_bracket,$,ALIAS,,"""]"""
r,_close_bracket,$.content,SYMBOL,_external_close_bracket,
r,_open_bracket2,$,ALIAS,,"""[["""
r,_open_bracket2,$.content,SYMBOL,_external_open_bracket2,
r,_close_bracket2,$,ALIAS,,"""]]"""
r,_close_bracket2,$.content,SYMBOL,_external_close_bracket2,
go,source_file,$,SEQ,,
go,source_file,$.members[0],REPEAT,,
go,source_file,$.members[0].content,CHOICE,,
go,source_file,$.members[0].content.members[0],SEQ,,
go,source_file,$.members[0].content.members[0].members[0],SYMBOL,_statement,
go,source_file,$.members[0].content.members[0].members[1],CHOICE,,
go,source_file,$.members[0].content.members[0].members[1].members[0],PATTERN,,"""\\n"""
go,source_file,$.members[0].content.members[0].members[1].members[1],STRING,,""";"""
go,source_file,$.members[0].content.members[0].members[1].members[2],STRING,,"""\u0000"""
go,source_file,$.members[0].content.members[1],SEQ,,
go,source_file,$.members[0].content.members[1].members[0],SYMBOL,_top_level_declaration,
go,source_file,$.members[0].content.members[1].members[1],CHOICE,,
go,source_file,$.members[0].content.members[1].members[1].members[0],PATTERN,,"""\\n"""
go,source_file,$.members[0].content.members[1].members[1].members[1],STRING,,""";"""
go,source_file,$.members[0].content.members[1].members[1].members[2],STRING,,"""\u0000"""
go,source_file,$.members[1],CHOICE,,
go,source_file,$.members[1].members[0],SYMBOL,_top_level_declaration,
go,source_file,$.members[1].members[1],BLANK,,
go,_top_level_declaration,$,CHOICE,,
go,_top_level_declaration,$.members[0],SYMBOL,package_clause,
go,_top_level_declaration,$.members[1],SYMBOL,function_declaration,
go,_top_level_declaration,$.members[2],SYMBOL,method_declaration,
go,_top_level_declaration,$.members[3],SYMBOL,import_declaration,
go,package_clause,$,SEQ,,
go,package_clause,$.members[0],STRING,,"""package"""
go,package_clause,$.members[1],SYMBOL,_package_identifier,
