language,axis,feature,exact_vector_class,support_cases
cpp,relation,declaration_list>function_definition,ts_0441,1
cpp,relation,decltype>auto,ts_0442,1
cpp,relation,decltype>binary_expression,ts_0422,1
cpp,relation,decltype>identifier,ts_0443,2
cpp,relation,decltype>new_expression,ts_0357,1
cpp,relation,decltype>pointer_expression,ts_0357,1
cpp,relation,delete_expression>identifier,ts_0324,1
cpp,relation,delete_expression>new_expression,ts_0357,1
cpp,relation,dependent_name>template_function,ts_0444,2
cpp,relation,dependent_name>template_method,ts_0445,2
cpp,relation,dependent_name>template_type,ts_0446,1
cpp,relation,dependent_type>qualified_identifier,ts_0181,6
cpp,relation,destructor_name>identifier,ts_0182,6
cpp,relation,do_statement>attributed_statement,ts_0341,1
cpp,relation,do_statement>compound_statement,ts_0373,1
cpp,relation,do_statement>parenthesized_expression,ts_0183,2
cpp,relation,else_clause>attributed_statement,ts_0341,1
cpp,relation,else_clause>compound_statement,ts_0419,1
cpp,relation,else_clause>return_statement,ts_0418,1
cpp,relation,enum_specifier>attribute_specifier,ts_0339,1
cpp,relation,enum_specifier>enumerator_list,ts_0185,4
cpp,relation,enum_specifier>primitive_type,ts_0447,2
cpp,relation,enum_specifier>qualified_identifier,ts_0448,1
cpp,relation,enum_specifier>sized_type_specifier,ts_0448,1
cpp,relation,enum_specifier>type_identifier,ts_0449,3
cpp,relation,enumerator>identifier,ts_0185,4
cpp,relation,enumerator>number_literal,ts_0108,1
cpp,relation,enumerator_list>enumerator,ts_0185,4
cpp,relation,expansion_statement>call_expression,ts_0187,1
cpp,relation,expansion_statement>compound_statement,ts_0187,1
cpp,relation,expansion_statement>identifier,ts_0187,1
cpp,relation,expansion_statement>initializer_list,ts_0187,1
cpp,relation,expansion_statement>placeholder_type_specifier,ts_0187,1
cpp,relation,expansion_statement>primitive_type,ts_0187,1
cpp,relation,expansion_statement>reference_declarator,ts_0187,1
cpp,relation,expansion_statement>type_qualifier,ts_0187,1
cpp,relation,explicit_function_specifier>true,ts_0450,1
cpp,relation,explicit_object_parameter_declaration>parameter_declaration,ts_0189,1
cpp,relation,explicit_object_parameter_declaration>this,ts_0189,1
cpp,relation,export_declaration>declaration_list,ts_0441,1
cpp,relation,export_declaration>function_definition,ts_0441,1
cpp,relation,export_declaration>import_declaration,ts_0451,3
cpp,relation,export_declaration>namespace_definition,ts_0441,1
cpp,relation,expression_statement>assignment_expression,ts_0452,17
cpp,relation,expression_statement>binary_expression,ts_0453,5
cpp,relation,expression_statement>call_expression,ts_0454,28
cpp,relation,expression_statement>cast_expression,ts_0139,1
cpp,relation,expression_statement>char_literal,ts_0455,1
cpp,relation,expression_statement>co_await_expression,ts_0161,1
cpp,relation,expression_statement>comma_expression,ts_0456,2
cpp,relation,expression_statement>concatenated_string,ts_0457,2
cpp,relation,expression_statement>delete_expression,ts_0324,1
cpp,relation,expression_statement>false,ts_0458,1
cpp,relation,expression_statement>field_expression,ts_0459,1
cpp,relation,expression_statement>fold_expression,ts_0360,1
cpp,relation,expression_statement>generic_expression,ts_0206,1
cpp,relation,expression_statement>gnu_asm_expression,ts_0208,1
cpp,relation,expression_statement>identifier,ts_0460,6
cpp,relation,expression_statement>new_expression,ts_0324,1
cpp,relation,expression_statement>null,ts_0458,1
cpp,relation,expression_statement>number_literal,ts_0461,3
cpp,relation,expression_statement>offsetof_expression,ts_0235,1
cpp,relation,expression_statement>parenthesized_expression,ts_0462,1
cpp,relation,expression_statement>sizeof_expression,ts_0309,1
cpp,relation,expression_statement>string_literal,ts_0409,1
cpp,relation,expression_statement>subscript_expression,ts_0463,2
cpp,relation,expression_statement>true,ts_0458,1
cpp,relation,expression_statement>update_expression,ts_0464,1
cpp,relation,expression_statement>user_defined_literal,ts_0221,1
cpp,relation,extension_expression>identifier,ts_0192,1
cpp,relation,field:alternative>else_clause,ts_0418,1
cpp,relation,field:alternative>identifier,ts_0171,1
cpp,relation,field:alternative>preproc_elif,ts_0250,2
cpp,relation,field:alternative>preproc_else,ts_0250,2
cpp,relation,field:argument>compound_literal_expression,ts_0115,1
cpp,relation,field:argument>identifier,ts_0465,5
cpp,relation,field:argument>preproc_arg,ts_0117,1
cpp,relation,field:argument>preproc_defined,ts_0355,1
cpp,relation,field:argument>update_expression,ts_0171,1
cpp,relation,field:arguments>argument_list,ts_0119,6
cpp,relation,field:arguments>template_argument_list,ts_0466,5
cpp,relation,field:base>primitive_type,ts_0108,1
cpp,relation,field:body>compound_statement,ts_0467,13
cpp,relation,field:body>declaration_list,ts_0228,2
cpp,relation,field:body>enumerator_list,ts_0468,2
cpp,relation,field:body>field_declaration_list,ts_0469,11
cpp,relation,field:captures>lambda_capture_specifier,ts_0110,1
cpp,relation,field:condition>binary_expression,ts_0470,2
cpp,relation,field:condition>condition_clause,ts_0471,2
cpp,relation,field:condition>false,ts_0116,1
cpp,relation,field:condition>parenthesized_expression,ts_0171,1
cpp,relation,field:condition>preproc_defined,ts_0250,2
cpp,relation,field:condition>qualified_identifier,ts_0116,1
cpp,relation,field:condition>true,ts_0116,1
cpp,relation,field:condition>unary_expression,ts_0355,1
cpp,relation,field:consequence>compound_statement,ts_0415,1
cpp,relation,field:consequence>identifier,ts_0171,1
cpp,relation,field:consequence>return_statement,ts_0418,1
cpp,relation,field:declarator>abstract_pointer_declarator,ts_0472,3
cpp,relation,field:declarator>array_declarator,ts_0110,1
cpp,relation,field:declarator>field_identifier,ts_0473,5
cpp,relation,field:declarator>function_declarator,ts_0474,15
cpp,relation,field:declarator>identifier,ts_0475,19
cpp,relation,field:declarator>init_declarator,ts_0476,6
cpp,relation,field:declarator>ms_call_modifier,ts_0377,1
cpp,relation,field:declarator>pointer_declarator,ts_0477,5
cpp,relation,field:declarator>primitive_type,ts_0478,1
cpp,relation,field:declarator>reference_declarator,ts_0479,3
cpp,relation,field:declarator>structured_binding_declarator,ts_0275,1
cpp,relation,field:declarator>type_identifier,ts_0480,2
cpp,relation,field:declarator>variadic_declarator,ts_0110,1
cpp,relation,field:default_type>primitive_type,ts_0114,1
cpp,relation,field:default_type>qualified_identifier,ts_0114,1
cpp,relation,field:default_value>number_literal,ts_0115,1
cpp,relation,field:delimiter>raw_string_delimiter,ts_0116,1
cpp,relation,field:directive>preproc_directive,ts_0117,1
cpp,relation,field:field>field_identifier,ts_0118,2
cpp,relation,field:function>field_expression,ts_0350,1
cpp,relation,field:function>identifier,ts_0481,4
cpp,relation,field:function>qualified_identifier,ts_0275,1
cpp,relation,field:function>template_function,ts_0110,1
cpp,relation,field:header>system_lib_string,ts_0120,1
cpp,relation,field:indices>subscript_argument_list,ts_0121,2
cpp,relation,field:initializer>assignment_expression,ts_0131,1
cpp,relation,field:initializer>init_statement,ts_0215,2
cpp,relation,field:left>binary_expression,ts_0482,2
cpp,relation,field:left>call_expression,ts_0110,1
cpp,relation,field:left>compound_literal_expression,ts_0115,1
cpp,relation,field:left>field_expression,ts_0171,1
cpp,relation,field:left>identifier,ts_0483,5
cpp,relation,field:left>parenthesized_expression,ts_0171,1
cpp,relation,field:left>pointer_expression,ts_0171,1
cpp,relation,field:left>preproc_defined,ts_0355,1
cpp,relation,field:left>qualified_identifier,ts_0110,1
cpp,relation,field:left>sizeof_expression,ts_0110,1
cpp,relation,field:left>subscript_expression,ts_0121,2
cpp,relation,field:left>unary_expression,ts_0115,1
cpp,relation,field:left>update_expression,ts_0350,1
cpp,relation,field:message>concatenated_string,ts_0116,1
cpp,relation,field:message>raw_string_literal,ts_0116,1
cpp,relation,field:message>string_literal,ts_0116,1
cpp,relation,field:name>identifier,ts_0484,11
cpp,relation,field:name>module_name,ts_0485,4
cpp,relation,field:name>namespace_identifier,ts_0486,3
cpp,relation,field:name>nested_namespace_specifier,ts_0487,1
cpp,relation,field:name>qualified_identifier,ts_0488,2
cpp,relation,field:name>template_function,ts_0418,1
cpp,relation,field:name>template_type,ts_0114,1
cpp,relation,field:name>type_identifier,ts_0489,13
cpp,relation,field:parameters>parameter_list,ts_0474,15
cpp,relation,field:parameters>preproc_params,ts_0490,2
cpp,relation,field:parameters>template_parameter_list,ts_0491,3
cpp,relation,field:partition>module_partition,ts_0126,2
cpp,relation,field:path>call_expression,ts_0492,1
cpp,relation,field:path>identifier,ts_0492,1
cpp,relation,field:path>string_literal,ts_0492,1
cpp,relation,field:path>system_lib_string,ts_0127,2
cpp,relation,field:pattern>binary_expression,ts_0110,1
cpp,relation,field:pattern>call_expression,ts_0110,1
cpp,relation,field:pattern>identifier,ts_0110,1
cpp,relation,field:pattern>parenthesized_expression,ts_0110,1
cpp,relation,field:pattern>pointer_expression,ts_0110,1
cpp,relation,field:pattern>type_descriptor,ts_0110,1
cpp,relation,field:pattern>update_expression,ts_0110,1
cpp,relation,field:right>assignment_expression,ts_0171,1
cpp,relation,field:right>binary_expression,ts_0493,2
cpp,relation,field:right>cast_expression,ts_0329,1
cpp,relation,field:right>char_literal,ts_0350,1
cpp,relation,field:right>compound_literal_expression,ts_0115,1
cpp,relation,field:right>identifier,ts_0494,5
cpp,relation,field:right>initializer_list,ts_0350,1
cpp,relation,field:right>number_literal,ts_0495,4
cpp,relation,field:right>parenthesized_expression,ts_0496,2
cpp,relation,field:right>preproc_defined,ts_0355,1
cpp,relation,field:right>subscript_expression,ts_0131,1
cpp,relation,field:scope>namespace_identifier,ts_0129,7
cpp,relation,field:scope>template_type,ts_0488,2
cpp,relation,field:size>identifier,ts_0110,1
cpp,relation,field:size>sizeof_expression,ts_0110,1
cpp,relation,field:type>dependent_type,ts_0115,1
cpp,relation,field:type>enum_specifier,ts_0424,1
cpp,relation,field:type>placeholder_type_specifier,ts_0479,3
cpp,relation,field:type>primitive_type,ts_0497,22
cpp,relation,field:type>qualified_identifier,ts_0350,1
cpp,relation,field:type>sized_type_specifier,ts_0498,2
cpp,relation,field:type>struct_specifier,ts_0499,2
cpp,relation,field:type>template_type,ts_0500,2
cpp,relation,field:type>type_descriptor,ts_0501,2
cpp,relation,field:type>type_identifier,ts_0502,7
cpp,relation,field:type>union_specifier,ts_0424,1
cpp,relation,field:update>update_expression,ts_0131,1
cpp,relation,field:value>binary_expression,ts_0503,2
cpp,relation,field:value>call_expression,ts_0504,3
cpp,relation,field:value>compound_literal_expression,ts_0275,1
cpp,relation,field:value>declaration,ts_0415,1
cpp,relation,field:value>identifier,ts_0505,2
cpp,relation,field:value>initializer_list,ts_0506,4
cpp,relation,field:value>lambda_expression,ts_0110,1
cpp,relation,field:value>number_literal,ts_0507,3
cpp,relation,field:value>preproc_arg,ts_0508,4
cpp,relation,field:value>qualified_identifier,ts_0418,1
cpp,relation,field_declaration>array_declarator,ts_0325,2
cpp,relation,field_declaration>attribute_declaration,ts_0141,1
cpp,relation,field_declaration>attribute_specifier,ts_0509,2
cpp,relation,field_declaration>attributed_declarator,ts_0339,1
cpp,relation,field_declaration>bitfield_clause,ts_0153,1
cpp,relation,field_declaration>class_specifier,ts_0510,1
cpp,relation,field_declaration>dependent_type,ts_0511,2
cpp,relation,field_declaration>enum_specifier,ts_0448,1
cpp,relation,field_declaration>field_identifier,ts_0512,15
cpp,relation,field_declaration>function_declarator,ts_0513,4
cpp,relation,field_declaration>initializer_list,ts_0514,1
cpp,relation,field_declaration>number_literal,ts_0514,1
cpp,relation,field_declaration>placeholder_type_specifier,ts_0515,1
cpp,relation,field_declaration>pointer_declarator,ts_0516,3
cpp,relation,field_declaration>primitive_type,ts_0517,18
cpp,relation,field_declaration>qualified_identifier,ts_0518,2
cpp,relation,field_declaration>reflect_expression,ts_0306,1
cpp,relation,field_declaration>sized_type_specifier,ts_0519,2
cpp,relation,field_declaration>storage_class_specifier,ts_0520,2
cpp,relation,field_declaration>struct_specifier,ts_0172,1
cpp,relation,field_declaration>template_type,ts_0514,1
cpp,relation,field_declaration>type_identifier,ts_0521,3
cpp,relation,field_declaration>type_qualifier,ts_0522,2
cpp,relation,field_declaration_list>access_specifier,ts_0523,6
cpp,relation,field_declaration_list>alias_declaration,ts_0306,1
cpp,relation,field_declaration_list>comment,ts_0139,1
cpp,relation,field_declaration_list>consteval_block_declaration,ts_0172,1
cpp,relation,field_declaration_list>declaration,ts_0524,4
cpp,relation,field_declaration_list>field_declaration,ts_0525,24
cpp,relation,field_declaration_list>friend_declaration,ts_0203,2
cpp,relation,field_declaration_list>function_definition,ts_0526,15
cpp,relation,field_declaration_list>preproc_call,ts_0527,1
cpp,relation,field_declaration_list>preproc_def,ts_0527,1
cpp,relation,field_declaration_list>preproc_ifdef,ts_0528,1
cpp,relation,field_declaration_list>static_assert_declaration,ts_0116,1
cpp,relation,field_declaration_list>template_declaration,ts_0529,5
cpp,relation,field_declaration_list>using_declaration,ts_0446,1
cpp,relation,field_designator>field_identifier,ts_0196,2
cpp,relation,field_expression>dependent_name,ts_0445,2
cpp,relation,field_expression>destructor_name,ts_0530,2
cpp,relation,field_expression>field_identifier,ts_0531,10
cpp,relation,field_expression>identifier,ts_0532,16
cpp,relation,field_expression>operator_name,ts_0533,1
cpp,relation,field_expression>qualified_identifier,ts_0534,2
cpp,relation,field_expression>splice_expression,ts_0359,1
cpp,relation,field_expression>template_method,ts_0535,1
cpp,relation,field_expression>this,ts_0536,3
cpp,relation,field_initializer>argument_list,ts_0199,7
cpp,relation,field_initializer>field_identifier,ts_0537,5
cpp,relation,field_initializer>qualified_identifier,ts_0538,2
cpp,relation,field_initializer>template_method,ts_0539,1
cpp,relation,field_initializer_list>field_initializer,ts_0199,7
cpp,relation,fold_expression>number_literal,ts_0540,1
cpp,relation,fold_expression>parenthesized_expression,ts_0360,1
cpp,relation,fold_expression>template_function,ts_0541,2
cpp,relation,for_range_loop>compound_statement,ts_0201,4
cpp,relation,for_range_loop>identifier,ts_0201,4
cpp,relation,for_range_loop>init_statement,ts_0350,1
cpp,relation,for_range_loop>initializer_list,ts_0350,1
cpp,relation,for_range_loop>placeholder_type_specifier,ts_0201,4
cpp,relation,for_range_loop>primitive_type,ts_0350,1
cpp,relation,for_range_loop>reference_declarator,ts_0398,2
cpp,relation,for_range_loop>type_identifier,ts_0350,1
cpp,relation,for_range_loop>type_qualifier,ts_0398,2
cpp,relation,for_statement>assignment_expression,ts_0131,1
cpp,relation,for_statement>binary_expression,ts_0542,2
cpp,relation,for_statement>call_expression,ts_0380,1
cpp,relation,for_statement>comma_expression,ts_0380,1
cpp,relation,for_statement>compound_statement,ts_0202,5
cpp,relation,for_statement>declaration,ts_0543,2
cpp,relation,for_statement>expression_statement,ts_0380,1
cpp,relation,for_statement>identifier,ts_0544,1
cpp,relation,for_statement>update_expression,ts_0131,1
cpp,relation,friend_declaration>declaration,ts_0203,2
cpp,relation,friend_declaration>type_identifier,ts_0545,1
cpp,relation,function_declarator>attribute_specifier,ts_0546,3
cpp,relation,function_declarator>attributed_declarator,ts_0148,2
cpp,relation,function_declarator>destructor_name,ts_0547,4
cpp,relation,function_declarator>field_identifier,ts_0548,10
cpp,relation,function_declarator>gnu_asm_expression,ts_0339,1
cpp,relation,function_declarator>identifier,ts_0549,102
cpp,relation,function_declarator>noexcept,ts_0550,3
cpp,relation,function_declarator>operator_name,ts_0551,6
cpp,relation,function_declarator>parameter_list,ts_0204,117
cpp,relation,function_declarator>parenthesized_declarator,ts_0242,2
cpp,relation,function_declarator>qualified_identifier,ts_0552,8
cpp,relation,function_declarator>ref_qualifier,ts_0553,1
cpp,relation,function_declarator>requires_clause,ts_0554,3
cpp,relation,function_declarator>template_function,ts_0555,2
cpp,relation,function_declarator>throw_specifier,ts_0287,1
cpp,relation,function_declarator>trailing_return_type,ts_0556,3
cpp,relation,function_declarator>type_identifier,ts_0478,1
cpp,relation,function_declarator>type_qualifier,ts_0557,5
cpp,relation,function_declarator>virtual_specifier,ts_0558,2
cpp,relation,function_definition>attribute_declaration,ts_0376,1
cpp,relation,function_definition>compound_statement,ts_0559,99
cpp,relation,function_definition>default_method_clause,ts_0177,2
cpp,relation,function_definition>delete_method_clause,ts_0179,1
cpp,relation,function_definition>explicit_function_specifier,ts_0560,1
cpp,relation,function_definition>field_initializer_list,ts_0199,7
cpp,relation,function_definition>function_declarator,ts_0561,100
cpp,relation,function_definition>ms_call_modifier,ts_0562,1
cpp,relation,function_definition>operator_cast,ts_0563,1
cpp,relation,function_definition>placeholder_type_specifier,ts_0564,3
cpp,relation,function_definition>pointer_declarator,ts_0565,2
cpp,relation,function_definition>primitive_type,ts_0566,88
cpp,relation,function_definition>pure_virtual_clause,ts_0179,1
cpp,relation,function_definition>qualified_identifier,ts_0567,1
cpp,relation,function_definition>reference_declarator,ts_0179,1
cpp,relation,function_definition>storage_class_specifier,ts_0568,4
cpp,relation,function_definition>template_type,ts_0446,1
cpp,relation,function_definition>try_statement,ts_0569,4
cpp,relation,function_definition>type_identifier,ts_0570,6
